Date,Oil volume ,Gas volume,Water volume ,Volume of liquid ,Water cut ,Working hours ,Dynamic levels ,Reservoir pressure 
8/17/2020,8,2134,22,30,73,20,2122,106
8/18/2020,8,2134,22,30,73,20,2122,106
8/19/2020,6,1590,16,22,73,15,2122,106
8/20/2020,8,2102,21,29,72,19,2122,106
8/21/2020,8,2236,22,30,72,19,2122,106
8/22/2020,7,1812,18,25,72,15,2122,106
8/23/2020,9,2342,23,32,72,20,2122,106
8/24/2020,9,2389,24,32,72,20,2122,106
8/25/2020,6,1742,17,24,72,15,2122,106
8/26/2020,10,2718,26,36,71,22,2122,106
8/27/2020,8,2194,21,29,71,18,2122,106
8/28/2020,9,2352,22,31,71,19,2122,106
8/29/2020,9,2413,23,32,71,20,2122,106
8/30/2020,7,1901,18,25,71,16,2122,106
8/31/2020,10,2687,25,35,71,20,2122,105
9/1/2020,10,2770,26,36,71,20,2122,105
9/2/2020,10,2729,26,36,71,20,2122,105
9/3/2020,10,2687,25,35,71,20,2122,105
9/4/2020,8,2139,20,28,71,16,2122,105
9/5/2020,9,2496,23,33,71,18,2122,105
9/6/2020,9,2372,22,31,71,17,2122,105
9/7/2020,10,2715,26,36,71,20,2122,105
9/8/2020,10,2742,26,36,71,20,2122,105
9/9/2020,3,932,9,12,71,7,2122,105
9/10/2020,6,1577,15,21,71,12,2122,105
9/11/2020,10,2804,25,36,70,20,2122,105
9/12/2020,10,2718,24,34,70,19,2122,105
9/13/2020,11,2876,26,37,70,20,2122,105
9/14/2020,8,2021,18,26,70,16,2122,105
9/15/2020,8,2258,20,29,70,18,2122,105
9/16/2020,10,2807,25,36,70,23,2122,105
9/17/2020,7,1959,18,25,70,16,2122,105
9/18/2020,9,2483,22,32,70,20,2122,105
9/19/2020,9,2483,22,32,70,20,2122,105
9/20/2020,7,1759,16,22,70,14,2122,105
9/21/2020,9,2371,21,30,70,19,2122,105
9/22/2020,8,2208,20,28,70,18,2122,105
9/23/2020,7,1882,18,25,71,16,2122,105
9/24/2020,7,1826,17,24,71,14,2122,105
9/25/2020,9,2531,24,33,71,19,2122,104
9/26/2020,9,2479,23,33,71,19,2122,104
9/27/2020,7,1839,17,24,71,14,2122,104
9/28/2020,9,2492,23,33,71,19,2122,104
9/29/2020,9,2479,23,33,71,19,2122,104
9/30/2020,7,1996,19,26,71,15,2122,104
10/1/2020,9,2322,22,30,71,18,2122,104
10/2/2020,8,2022,19,27,71,16,2122,104
10/3/2020,9,2505,24,33,71,19,2122,104
10/4/2020,9,2308,24,33,73,19,2122,104
10/5/2020,7,1870,19,26,73,15,2122,104
10/6/2020,9,2308,24,33,73,19,2122,104
10/7/2020,8,2089,22,29,73,17,2122,104
10/8/2020,7,1984,21,28,73,16,2122,104
10/9/2020,9,2354,24,33,73,19,2122,104
10/10/2020,6,1725,18,24,73,14,2122,104
10/11/2020,9,2341,24,33,73,19,2122,104
10/12/2020,8,2070,21,29,73,17,2122,104
10/13/2020,8,2058,21,29,73,17,2122,104
10/14/2020,9,2366,25,33,73,19,2122,104
10/15/2020,8,2156,22,30,73,18,2122,104
10/16/2020,7,1861,19,26,73,15,2122,104
10/17/2020,7,1885,20,27,73,15,2122,104
10/18/2020,9,2366,25,33,73,19,2122,104
10/19/2020,9,2354,24,33,73,19,2122,104
10/20/2020,6,1621,20,26,76,15,2122,104
10/21/2020,8,2169,26,34,76,19,2122,103
10/22/2020,8,2067,25,33,76,18,2122,103
10/23/2020,8,2270,28,36,76,20,2122,103
10/24/2020,7,1762,19,26,74,14,2122,103
10/25/2020,9,2386,26,35,74,20,2122,103
10/26/2020,6,1664,18,24,74,14,2122,103
10/27/2020,8,2043,22,30,74,17,2122,103
10/28/2020,8,2019,22,30,74,17,2122,103
10/29/2020,9,2349,26,34,74,19,2122,103
10/30/2020,8,2092,23,31,74,17,2122,103
10/31/2020,7,2007,22,29,74,16,2122,103
11/1/2020,7,1750,19,26,74,14,2122,103
11/2/2020,7,1762,19,26,74,14,2122,103
11/3/2020,8,2080,23,30,74,17,2122,103
11/4/2020,8,2019,22,30,74,17,2122,103
11/5/2020,7,1762,19,26,74,14,2122,103
11/6/2020,4,1131,12,17,74,14,2122,103
11/7/2020,6,1519,17,22,74,19,2122,103
11/8/2020,4,1123,12,16,74,14,2122,103
11/9/2020,5,1369,15,20,74,17,2122,103
11/10/2020,5,1313,14,19,74,17,2122,103
11/11/2020,6,1511,16,22,74,19,2122,103
11/12/2020,6,1519,17,22,74,19,2122,103
11/13/2020,6,1717,19,25,74,22,2122,103
11/14/2020,6,1693,18,25,74,21,2122,103
11/15/2020,6,1661,18,24,74,21,2122,103
11/16/2020,6,1676,18,25,74,20,2122,102
11/17/2020,5,1429,16,21,74,17,2122,102
11/18/2020,6,1634,18,24,74,19,2122,102
11/19/2020,5,1344,15,20,74,16,2122,102
11/20/2020,6,1564,16,22,73,18,2122,102
11/21/2020,5,1423,15,20,73,16,2122,102
11/22/2020,8,2050,21,29,73,23,2122,102
11/23/2020,5,1476,15,21,73,17,2122,102
11/24/2020,6,1484,15,21,73,17,2122,102
11/25/2020,6,1696,18,24,73,19,2122,102
11/26/2020,5,1272,13,18,73,14,2122,102
11/27/2020,5,1264,13,18,73,14,2122,102
11/28/2020,6,1678,18,24,73,19,2110,102
11/29/2020,7,1871,20,27,73,21,2122,102
11/30/2020,5,1320,14,19,73,15,2134,102
12/1/2020,5,1305,13,18,72,14,2137,102
12/2/2020,5,1405,14,19,72,16,2113,102
12/3/2020,5,1246,15,19,75,15,2113,102
12/4/2020,5,1238,14,19,75,15,2113,102
12/5/2020,5,1327,15,20,75,16,2113,102
12/6/2020,5,1238,14,19,75,15,2137,102
12/7/2020,4,1133,13,17,75,14,2137,102
12/8/2020,4,1190,14,18,75,15,2125,102
12/9/2020,5,1337,14,19,73,15,2137,102
12/10/2020,5,1311,14,19,73,15,2137,102
12/11/2020,5,1233,13,18,73,14,2125,102
12/12/2020,4,1189,13,17,73,14,2125,101
12/13/2020,5,1311,14,19,73,15,2113,101
12/14/2020,5,1434,15,20,73,16,2125,101
12/15/2020,5,1434,15,20,73,16,2113,101
12/16/2020,5,1434,15,20,73,16,2113,101
12/17/2020,4,1189,13,17,73,14,2125,101
12/18/2020,5,1268,13,18,73,15,2113,101
12/19/2020,5,1434,15,20,73,16,2113,101
12/20/2020,5,1390,15,20,73,16,2125,101
12/21/2020,5,1259,15,20,76,16,2125,101
12/22/2020,4,1119,14,18,76,14,2113,101
12/23/2020,4,1150,14,18,76,15,2101,101
12/24/2020,5,1352,17,22,76,17,2113,101
12/25/2020,5,1274,16,20,76,16,2113,101
12/26/2020,4,1166,14,19,76,15,2113,101
12/27/2020,5,1228,15,20,76,16,2125,101
12/28/2020,4,1204,15,19,76,16,2101,101
12/29/2020,5,1274,16,20,76,16,2125,101
12/30/2020,5,1274,16,20,76,16,2113,101
12/31/2020,5,1243,15,20,76,16,2137,101
1/1/2021,5,1450,15,20,72,16,2113,101
1/2/2021,6,1478,15,20,72,16,2125,101
1/3/2021,6,1478,15,20,72,16,2113,101
1/4/2021,4,1088,11,15,72,12,2113,101
1/5/2021,5,1408,13,19,71,15,2113,101
1/6/2021,6,1540,15,20,71,16,2113,101
1/7/2021,5,1437,14,19,71,15,2113,100
1/8/2021,5,1437,14,19,71,15,2113,100
1/9/2021,5,1446,14,19,71,15,2101,100
1/10/2021,6,1521,15,20,71,16,2113,100
1/11/2021,5,1474,14,20,71,16,2137,100
1/12/2021,5,1399,13,18,70,14,2137,100
1/13/2021,5,1408,13,18,70,15,2113,100
1/14/2021,6,1593,15,20,70,16,2101,100
1/15/2021,6,1593,15,20,70,16,2113,100
1/16/2021,6,1583,14,20,70,16,2125,100
1/17/2021,6,1573,14,20,70,16,2125,100
1/18/2021,5,1418,13,18,70,15,2125,100
